,ISO_A3,AG.PRD.CROP.XD,AG.PRD.FOOD.XD,AG.PRD.LVSK.XD,CC.EST,CC.NO.SRC,CC.PER.RNK,CC.PER.RNK.LOWER,CC.PER.RNK.UPPER,CC.STD.ERR,EG.ELC.ACCS.UR.ZS,EG.ELC.ACCS.ZS,ER.LND.PTLD.ZS,ER.PTD.TOTL.ZS,GE.EST,GE.NO.SRC,GE.PER.RNK,GE.PER.RNK.LOWER,GE.PER.RNK.UPPER,GE.STD.ERR,IQ.SPI.PIL1,IQ.SPI.PIL3,IT.MLT.MAIN.P2,IT.NET.SECR,IT.NET.SECR.P6,PV.EST,PV.NO.SRC,PV.PER.RNK,PV.PER.RNK.LOWER,PV.PER.RNK.UPPER,PV.STD.ERR,RL.EST,RL.NO.SRC,RL.PER.RNK,RL.PER.RNK.LOWER,RL.PER.RNK.UPPER,RL.STD.ERR,RQ.EST,RQ.NO.SRC,RQ.PER.RNK,RQ.PER.RNK.LOWER,RQ.PER.RNK.UPPER,RQ.STD.ERR,SE.SEC.DURS,SH.TBS.INCD,SM.POP.NETM,SP.ADO.TFRT,SP.DYN.CBRT.IN,SP.DYN.CDRT.IN,SP.DYN.LE00.FE.IN,SP.DYN.LE00.IN,SP.DYN.LE00.MA.IN,SP.DYN.TFRT.IN,SP.DYN.TO65.FE.ZS,SP.DYN.TO65.MA.ZS,SP.POP.0004.FE.5Y,SP.POP.0004.MA.5Y,SP.POP.0014.FE.IN,SP.POP.0014.FE.ZS,SP.POP.0014.MA.IN,SP.POP.0014.MA.ZS,SP.POP.0014.TO,SP.POP.0014.TO.ZS,SP.POP.0509.FE.5Y,SP.POP.0509.MA.5Y,SP.POP.1014.FE.5Y,SP.POP.1014.MA.5Y,SP.POP.1519.FE.5Y,SP.POP.1519.MA.5Y,SP.POP.1564.FE.IN,SP.POP.1564.FE.ZS,SP.POP.1564.MA.IN,SP.POP.1564.MA.ZS,SP.POP.1564.TO,SP.POP.1564.TO.ZS,SP.POP.2024.FE.5Y,SP.POP.2024.MA.5Y,SP.POP.2529.FE.5Y,SP.POP.2529.MA.5Y,SP.POP.3034.FE.5Y,SP.POP.3034.MA.5Y,SP.POP.3539.FE.5Y,SP.POP.3539.MA.5Y,SP.POP.4044.FE.5Y,SP.POP.4044.MA.5Y,SP.POP.4549.FE.5Y,SP.POP.4549.MA.5Y,SP.POP.5054.FE.5Y,SP.POP.5054.MA.5Y,SP.POP.5559.FE.5Y,SP.POP.5559.MA.5Y,SP.POP.6064.FE.5Y,SP.POP.6064.MA.5Y,SP.POP.6569.FE.5Y,SP.POP.6569.MA.5Y,SP.POP.65UP.FE.IN,SP.POP.65UP.FE.ZS,SP.POP.65UP.MA.IN,SP.POP.65UP.MA.ZS,SP.POP.65UP.TO,SP.POP.65UP.TO.ZS,SP.POP.7074.FE.5Y,SP.POP.7074.MA.5Y,SP.POP.7579.FE.5Y,SP.POP.7579.MA.5Y,SP.POP.80UP.FE.5Y,SP.POP.80UP.MA.5Y,SP.POP.BRTH.MF,SP.POP.DPND,SP.POP.DPND.OL,SP.POP.DPND.YG,SP.POP.GROW,SP.POP.TOTL,SP.POP.TOTL.FE.IN,SP.POP.TOTL.FE.ZS,SP.POP.TOTL.MA.IN,SP.POP.TOTL.MA.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,SP.URB.GROW,SP.URB.TOTL,SP.URB.TOTL.IN.ZS,VA.EST,VA.NO.SRC,VA.PER.RNK,VA.PER.RNK.LOWER,VA.PER.RNK.UPPER,VA.STD.ERR,Happiness score
28,CRI,96.09,100.36,113.36,0.465857774019241,10.0,66.9811325073242,59.9056587219238,75.9433975219727,0.166050881147385,100.0,100.0,26.5901375,28.7573679898287,0.0526026673614979,7.0,55.1886787414551,35.8490562438965,67.9245300292969,0.263209640979767,100.0,90.30625,9.67,9619.0,1856.65267083704,0.956596434116364,6.0,81.6037750244141,65.0943374633789,96.2264175415039,0.233049780130386,0.435932785272598,11.0,64.6226425170898,56.1320762634277,74.0566024780273,0.169349133968353,0.567061722278595,7.0,71.2264175415039,58.9622650146484,77.3584899902344,0.225545197725296,5.0,10.0,3850.0,35.749,11.686,7.113,80.036,77.32,74.762,1.522,89.041916,80.485755,6.05296396556221,6.31039489375401,511800.0,19.7597253717444,534182.0,20.6191392743957,1045982.0,20.1894812586943,6.7003472233617,6.99117365339495,7.00641418282053,7.31757072724673,6.93939024821056,7.23853832318907,1776303.0,68.5799825065986,1797672.0,69.3891769802828,3573975.0,68.9846258195358,7.42585428973451,7.73994537017755,7.84183895762339,8.12929817102226,8.11076477359442,8.39887683277496,7.9396915856585,8.15519841186362,7.12833905925962,7.22147735977345,6.28874459267227,6.23755770378732,5.94204244244329,5.77011818577112,5.83776153957376,5.63121801189983,5.12555501782833,4.86694861002363,3.99751826122308,3.66895632258267,302015.0,11.6602921216569,258855.0,9.9916837453215,560871.0,10.8258929217699,3.03889453749142,2.7106088119876,2.14870394975985,1.87029846457119,2.47517537318259,1.74182014618003,1.045,44.9598276428906,15.6931987492918,29.2666288935989,0.520031291578434,5180829.0,2590119.0,49.9942962796109,2590709.0,50.0056844184589,930373.0,17.958,1.27494530689703,4250456.0,82.042,1.07340776920319,11.0,82.6086959838867,73.9130401611328,91.7874374389648,0.127993568778038,6.581999778747559
29,CYP,85.49,108.71,121.57,0.421445220708847,10.0,66.0377349853516,59.9056587219238,75.0,0.162994086742401,100.0,100.0,38.7208405,11.1620377565196,0.730335235595703,7.0,75.4716949462891,62.7358474731445,82.0754699707031,0.238242536783218,100.0,67.94375,32.3,78430.0,62669.3983482063,0.423811227083206,7.0,58.4905662536621,48.113208770752,74.0566024780273,0.226557314395905,0.570125758647919,10.0,68.8679275512695,58.4905662536621,78.7735824584961,0.164599150419235,0.773753821849823,7.0,75.4716949462891,63.6792449951172,83.9622650146484,0.234129175543785,6.0,8.3,5000.0,6.825,10.023,6.971,83.673,81.889,80.068,1.311,93.097807,88.822667,5.10154262837495,5.40999129672426,96801.0,15.4952754304777,102550.0,16.3615201934345,199351.0,15.9291116138902,5.2671386700773,5.58062655607949,5.12659413202542,5.37090234063074,4.93266507980464,5.13772475152586,427576.0,68.4435892962048,438977.0,70.037437647132,866553.0,69.2418268326077,5.44530048198132,5.61277522813192,6.66394008128532,7.1057340307654,8.25242951563358,9.68089850353117,8.80348255919118,9.85632016567335,8.22553716666693,8.37261507509467,7.31447880866894,6.75879960209038,6.86699332333407,6.28638164701715,6.26255576560756,5.75987734045125,5.67620651403124,5.46631130285086,4.7223284932441,4.50384547577243,100336.0,16.0611352733175,85248.0,13.6010421594335,185584.0,14.8290615535021,4.03337212447956,3.62019574791931,3.17777923622527,2.63850453631324,4.12765541936857,2.8384963994285,1.065,44.4214029609268,21.4163472978571,23.0050556630697,0.585013504929064,1251488.0,624713.0,49.9176180674525,626775.0,50.0823819325475,414105.0,33.089,0.667269431136659,837383.0,66.911,0.850350379943848,9.0,73.4299545288086,67.6328506469727,80.6763305664062,0.109558649361134,6.220900058746338
30,CYP,85.49,108.71,121.57,0.421445220708847,10.0,66.0377349853516,59.9056587219238,75.0,0.162994086742401,100.0,100.0,38.7208405,11.1620377565196,0.730335235595703,7.0,75.4716949462891,62.7358474731445,82.0754699707031,0.238242536783218,100.0,67.94375,32.3,78430.0,62669.3983482063,0.423811227083206,7.0,58.4905662536621,48.113208770752,74.0566024780273,0.226557314395905,0.570125758647919,10.0,68.8679275512695,58.4905662536621,78.7735824584961,0.164599150419235,0.773753821849823,7.0,75.4716949462891,63.6792449951172,83.9622650146484,0.234129175543785,6.0,8.3,5000.0,6.825,10.023,6.971,83.673,81.889,80.068,1.311,93.097807,88.822667,5.10154262837495,5.40999129672426,96801.0,15.4952754304777,102550.0,16.3615201934345,199351.0,15.9291116138902,5.2671386700773,5.58062655607949,5.12659413202542,5.37090234063074,4.93266507980464,5.13772475152586,427576.0,68.4435892962048,438977.0,70.037437647132,866553.0,69.2418268326077,5.44530048198132,5.61277522813192,6.66394008128532,7.1057340307654,8.25242951563358,9.68089850353117,8.80348255919118,9.85632016567335,8.22553716666693,8.37261507509467,7.31447880866894,6.75879960209038,6.86699332333407,6.28638164701715,6.26255576560756,5.75987734045125,5.67620651403124,5.46631130285086,4.7223284932441,4.50384547577243,100336.0,16.0611352733175,85248.0,13.6010421594335,185584.0,14.8290615535021,4.03337212447956,3.62019574791931,3.17777923622527,2.63850453631324,4.12765541936857,2.8384963994285,1.065,44.4214029609268,21.4163472978571,23.0050556630697,0.585013504929064,1251488.0,624713.0,49.9176180674525,626775.0,50.0823819325475,414105.0,33.089,0.667269431136659,837383.0,66.911,0.850350379943848,9.0,73.4299545288086,67.6328506469727,80.6763305664062,0.109558649361134,5.466599941253662
31,CZE,93.98,97.66,102.33,0.663074553012848,12.0,74.5283050537109,66.0377349853516,79.7169799804688,0.144522652029991,100.0,100.0,22.1680202,22.1680196265452,1.09341883659363,8.0,81.1320724487305,75.0,91.0377349853516,0.225330874323845,100.0,72.90625,11.6,913598.0,85606.0624517083,0.814114570617676,7.0,75.0,58.9622650146484,92.9245300292969,0.226557314395905,1.1003965139389,12.0,83.4905624389648,78.7735824584961,87.7358474731445,0.148439005017281,1.38589835166931,8.0,88.6792449951172,82.0754699707031,96.698112487793,0.212983131408691,8.0,4.2,22011.0,9.364,9.5,11.3,82.0,79.0292682926829,76.2,1.61774660294866,90.832654,81.211553,4.96591801617951,5.37078061357137,830535.0,15.3379632394619,871932.0,16.5854172341005,1702467.0,15.9524750652421,5.04934347059657,5.46929164139007,5.32270175268579,5.74534497913907,4.66820070338814,5.07745278434625,3307151.0,61.0750671328876,3459406.0,65.8029291966375,6766557.0,63.4040725802379,4.37202343725643,4.76979080261969,5.11829812072989,5.62498452453171,6.18894043662952,6.80868374952026,6.46336923895777,7.13051545689772,7.45943197820496,8.21116740742575,8.25964585688009,8.97382750114518,6.51404992080028,6.97704717232243,6.2911657289285,6.55772968690033,5.73994171111204,5.67173011092816,6.55284219367251,5.92118498755772,1277210.0,23.5869696276505,925884.0,17.611653569262,2203094.0,20.64345235452,6.39709088942202,5.19460207928392,5.00233448536336,3.52388986728238,5.63470205919263,2.97197663513798,1.053,57.7185856854527,32.5585670821956,25.1600186032572,1.5709725672011,10672118.0,5414896.0,50.7387183478232,5257222.0,49.2612816521768,2734517.0,25.623,1.79035953139551,7937601.0,74.377,1.04114127159119,11.0,81.159423828125,74.3961334228516,88.4057998657227,0.102612741291523,6.9197998046875
32,DEU,91.48,92.71,93.35,1.81836342811584,10.0,95.7547149658203,91.0377349853516,98.1132049560547,0.162994086742401,100.0,100.0,37.5871277,38.6587566328831,1.28929960727692,7.0,88.2075500488281,77.3584899902344,96.2264175415039,0.238242536783218,100.0,82.36875,45.9,10553940.0,125945.033165177,0.628491878509521,7.0,66.9811325073242,52.8301887512207,83.0188674926758,0.226557314395905,1.53199517726898,10.0,91.9811325073242,86.7924499511719,99.0566024780273,0.164599150419235,1.52229499816895,7.0,92.4528274536133,83.4905624389648,99.5283050537109,0.234129175543785,9.0,5.1,154592.0,7.186,8.8,12.7,83.2,80.7056097560976,78.33,1.455,91.877336,85.352269,4.52976580864958,4.90322027488032,5689029.0,13.4015816954586,6007642.0,14.5296179029413,11696671.0,13.9581766994571,4.55230595038195,4.9308649571855,4.31950993642707,4.69553267087547,4.36711783177262,4.81541340298406,26223404.0,61.7741796739232,27096079.0,65.5324802895506,53319483.0,63.6285982930303,5.03365678004598,5.71544812171011,5.48918098058603,6.17307311678138,6.29718568945001,6.90597078949877,6.22070619179197,6.64920001802787,6.10875133581624,6.35472410718883,5.70035081832234,5.88458948011418,7.12877591770011,7.37904928838766,8.1000016077269,8.34506587393296,7.32845252071097,7.30994609092475,6.20071733980345,5.83074652651082,10537996.0,24.8242386306183,8243835.0,19.9379018075081,18781831.0,22.4132250075126,5.36905726185735,4.77683312418311,4.17193410327588,3.47612553991849,9.08252992568158,5.8541966168957,1.056,57.1620358734536,35.2250808583422,21.9369550151115,0.720875455989295,83797985.0,42450429.0,50.6580550955338,41347556.0,49.3419449044662,18730526.0,22.352,0.854901972242501,65067459.0,77.648,1.41448700428009,10.0,94.6859893798828,88.8888854980469,98.0676345825195,0.109034642577171,7.03410005569458
33,DNK,107.01,103.83,102.21,2.40263819694519,10.0,100.0,98.5849075317383,100.0,0.162994086742401,100.0,100.0,16.9702816,17.9019843467964,1.9901350736618,7.0,98.5849075317383,95.7547149658203,100.0,0.238242536783218,100.0,80.45,12.0,1527470.0,258760.024712703,0.86891770362854,7.0,76.8867950439453,61.3207550048828,94.3396224975586,0.226557314395905,1.8995805978775,10.0,99.5283050537109,92.9245300292969,100.0,0.164599150419235,1.84312748908997,7.0,98.5849075317383,91.5094375610352,100.0,0.234129175543785,6.0,4.0,19999.0,1.814,9.9,10.1,83.2,81.3048780487805,79.5,1.55,92.39657,87.92563,5.14833101807525,5.49492868205532,461310.0,15.5522584085144,486701.0,16.5722623297565,948011.0,16.0597246484197,4.98152078961916,5.30731597304979,5.42240660081996,5.77001767465144,5.69575478879501,6.02633001965654,1853540.0,62.4888268780149,1892134.0,64.4274617440755,3745673.0,63.4533248819353,6.12126381288835,6.45134174438302,6.74232361691805,7.08380210882767,6.3788123098201,6.72080970234999,5.6165533396893,5.86243158440564,5.78975787565542,5.89596985485258,6.50480385038809,6.55279373109414,6.59542370576171,6.69988031809247,7.02528018231558,7.14754703345199,6.01885339578328,5.98655564696144,5.60422146091995,5.40490670193054,651344.0,21.9589147134707,558008.0,19.000275926168,1209352.0,20.4869504696451,5.34131054208165,4.96571425154386,5.02768498325639,4.48575648618703,5.98569772721275,4.14389848650653,1.057,57.5961382640716,32.2866411456633,25.3094971184084,0.787502464739957,5903037.0,2966194.0,50.2486033856709,2936844.0,49.7514136145948,686700.0,11.633,0.931334143003829,5216337.0,88.367,1.59125435352325,9.0,98.0676345825195,93.7198104858398,99.5169067382812,0.109558649361134,7.636199951171875
34,DOM,136.2,127.89,111.38,-0.439807772636414,10.0,36.7924537658691,25.0,49.5283012390137,0.166050881147385,98.8,98.1,26.3893795,18.6612706081361,-0.0684610605239868,7.0,50.4716987609863,32.5471687316895,62.7358474731445,0.263209640979767,100.0,73.6,10.2,2059.0,183.367425662944,0.249287635087967,6.0,52.3584899902344,43.3962249755859,66.9811325073242,0.233049780130386,-0.0933533534407616,11.0,50.9433975219727,39.1509437561035,56.6037750244141,0.169349133968353,0.0695477873086929,7.0,54.2452812194824,40.5660362243652,66.0377349853516,0.225545197725296,6.0,43.0,-29294.0,63.198,18.111,6.068,77.536,74.17,71.044,2.247,83.406019,72.722113,8.83460976686368,9.11114083008039,1492292.0,26.6739767447285,1551640.0,27.5393767222199,3043932.0,27.1082066407506,8.97883917402254,9.26363641446177,8.86052780384228,9.16459947767778,8.48743319290822,8.7841592016984,3653849.0,65.3107541353345,3699615.0,65.6628202294125,7353464.0,65.4874095864561,8.38282263331009,8.64684750610173,8.22822601135978,8.43256920183772,7.77096034102417,7.77896091617331,7.03200135774764,6.9836304189999,6.3494900715597,6.36426797016787,5.6161526211313,5.69356782605848,4.95059530602901,4.9818773942246,4.57286226020118,4.38678609432665,3.92021034006341,3.61015369982384,2.93297443704013,2.6797833220911,448419.0,8.01526911993697,383006.0,6.79780304836756,831425.0,7.40438377279324,1.98976344786395,1.79998745177163,1.29023562981143,1.09720679453731,1.80229560522147,1.22082547996752,1.044,52.701107940421,11.306576057216,41.394531883205,0.992978304770296,11228821.0,5594560.0,49.8232183058221,5634261.0,50.1767816941779,1813679.0,16.152,1.75318143234159,9415142.0,83.848,0.313117146492004,11.0,57.9710159301758,51.6908226013184,61.3526573181152,0.127993568778038,5.737199783325195
35,DZA,118.19,111.22,98.11,-0.638041079044342,7.0,27.8301887512207,19.8113212585449,41.9811325073242,0.176986530423164,100.0,100.0,4.6404362,4.40003633213823,-0.51349949836731,6.0,32.5471687316895,15.0943393707275,48.113208770752,0.24873486161232,80.0,73.225,12.3,3414.0,76.0301737792775,-0.650652348995209,6.0,22.6415100097656,13.2075471878052,35.8490562438965,0.233049780130386,-0.833259999752045,9.0,22.1698112487793,13.2075471878052,32.5471687316895,0.172755435109138,-1.06357324123383,6.0,14.1509437561035,6.13207530975342,25.943395614624,0.228334546089172,7.0,51.0,-9999.0,11.564,20.572,4.329,78.457,77.129,75.853,2.829,88.46934,84.018003,10.6544568386512,10.7087877990945,6733218.0,30.5486244661225,7026587.0,30.7344698872978,13759806.0,30.6432466710353,10.6816879234653,10.7328296278962,9.212479704006,9.29285246030709,7.24414003682911,7.32112506485859,13815800.0,62.6823094927122,14459297.0,63.2453275844064,28275097.0,62.9689671510231,6.30261915442763,6.33933795850034,7.17896600594688,7.33582616312161,7.88269354991468,8.00517447165878,8.06665989897231,8.15917295933961,7.24557826640027,7.35988111399857,6.0432637149311,6.09452596229918,5.15355993010749,5.16086406678261,4.24896343686961,4.21967884814424,3.31586549831309,3.24974097570284,2.63802835512701,2.50283026759739,1491969.0,6.76906604116535,1376353.0,6.02020252829584,2868322.0,6.38778617794156,1.83636055326469,1.69871387260324,1.11649943088984,0.915533748610563,1.17817770188382,0.903124639484652,1.046,58.8083853434703,10.1443400883824,48.6640452550879,1.62833925417918,44903225.0,22040987.0,49.085532275243,22862237.0,50.9144654977454,11328186.0,25.228,2.31409357700036,33575039.0,74.772,-1.01191890239716,10.0,21.7391300201416,15.4589376449585,25.6038646697998,0.121153272688389,5.122300148010254
36,ECU,100.03,98.86,93.93,-0.63026487827301,10.0,29.7169818878174,20.2830181121826,41.5094337463379,0.166050881147385,100.0,100.0,23.4213009,19.9727764004915,-0.309278339147568,7.0,40.5660362243652,24.5283012390137,57.5471687316895,0.263209640979767,100.0,86.11875,9.22,14919.0,828.787289595023,-0.37122431397438,6.0,32.5471687316895,18.3962268829346,46.2264137268066,0.233049780130386,-0.620780825614929,11.0,27.8301887512207,19.8113212585449,40.0943412780762,0.169349133968353,-0.45972153544426,7.0,35.3773574829102,20.2830181121826,48.5849075317383,0.225545197725296,6.0,45.0,-20206.0,62.065,16.583,4.85,80.481,77.894,75.313,2.003,87.779285,80.59668,8.07940155259339,8.45972364719105,2264434.0,25.1146133966136,2360581.0,26.2736290377693,4625015.0,25.6930976056886,8.31573761495444,8.6986268284338,8.71947422906575,9.11527856214443,8.52482332745293,8.88726623616717,5977770.0,66.2988756707501,5989020.0,66.6587123169173,11966791.0,66.4784761957669,8.6427750860155,8.93755783506048,8.5301580520292,8.73186703206219,8.08015018857863,8.20961240130615,7.38973035573629,7.44167632578494,6.50473725760553,6.47320270836705,5.67936885660992,5.60444970183432,5.00695510557542,4.88044990751955,4.3391995340046,4.14120180281775,3.60097790714208,3.35142836599774,2.93973269591693,2.65315592165351,774194.0,8.58651093263629,635001.0,7.06765864531339,1409195.0,7.82842619854453,2.26137976606623,1.94838346762606,1.5425561293989,1.25414013887315,1.84284234125423,1.21197911716067,1.047,50.4246292928489,11.7758804344456,38.6487488584032,1.13559975243065,18001000.0,9016398.0,50.0883173157047,8984602.0,49.9116826842953,6377754.0,35.43,1.45980276414989,11623246.0,64.57,0.0273947101086378,11.0,48.7922706604004,40.0966186523438,55.5555572509766,0.127993568778038,5.533299922943115
37,EGY,105.25,109.07,119.36,-0.678962171077728,9.0,26.8867931365967,19.8113212585449,38.2075462341309,0.162647694349289,100.0,100.0,13.136055,11.5507964884314,-0.448231309652328,8.0,34.4339637756348,21.2264156341553,50.0,0.229648157954216,90.0,80.53125,10.3,5426.0,48.8872417750617,-0.978700578212738,6.0,14.6226415634155,10.8490562438965,24.056604385376,0.233049780130386,-0.26560452580452,11.0,42.9245300292969,32.5471687316895,53.301887512207,0.165475904941559,-0.713920831680298,8.0,24.5283012390137,14.6226415634155,39.1509437561035,0.20897077023983,6.0,9.8,-29998.0,43.603,22.107,6.39,72.557,70.159,67.869,2.878,78.617342,66.278947,10.8993114918832,11.1910079559332,17797041.0,32.4375732831726,18675359.0,33.2748230336786,36472399.0,32.8609470702086,11.5239999175074,11.7971566884367,10.014261873782,10.2866583893087,8.75601970830073,8.92689169951464,33969075.0,61.9133478779287,35183571.0,62.6883324398005,69152645.0,62.3052359001775,8.08918367597831,8.29931831218762,7.67937340746381,7.92989290621385,7.66246478901414,7.86954235560004,7.24828292177683,7.38674596856531,6.20682630471786,6.35285158378391,5.11336434000073,5.23345100872583,4.35642252237091,4.37753475675631,3.75321207020917,3.59553441025936,3.04819813809628,2.71656943819359,2.31951450958404,1.86716637394145,3099396.0,5.64907883889864,2265663.0,4.03684452652096,5365058.0,4.83381702961389,1.59828000509938,1.17415821191322,0.978581964008483,0.634567647588134,0.752702360206739,0.36095229307816,1.054,60.5001544047954,7.75828314303813,52.7418712617572,1.56907383039584,110990103.0,54865512.0,49.4327967242268,56124592.0,50.5672041767544,63300985.0,57.033,1.81374686282093,47689118.0,42.967,-1.45044994354248,12.0,9.17874431610107,4.8309178352356,14.4927539825439,0.120664857327938,4.287700176239014
38,ESP,87.04,98.83,118.7,0.685416162014008,10.0,75.0,65.0943374633789,80.1886825561523,0.162994086742401,100.0,100.0,28.1166744,17.9239115343373,0.920230388641357,7.0,77.8301849365234,68.3962249755859,88.6792449951172,0.238242536783218,100.0,78.5125,39.1,1292439.0,27050.7305193106,0.318843424320221,7.0,55.1886787414551,45.2830200195312,69.8113174438477,0.226557314395905,0.799167692661285,10.0,77.8301849365234,66.9811325073242,83.0188674926758,0.164599150419235,0.797074437141418,7.0,75.9433975219727,64.6226425170898,84.9056625366211,0.234129175543785,6.0,6.9,39998.0,6.349,6.9,9.7,85.9,83.0829268292683,80.4,1.16,94.564687,88.88725,3.69045138640101,4.05997675925355,3196586.0,13.1214134025277,3395809.0,14.5016260199574,6592394.0,13.7978723714063,4.43482548709374,4.89854117681784,4.99613652903294,5.543108083886,5.01840702932124,5.55583918391911,15705706.0,64.4691188822234,15797941.0,67.4642892107799,31503646.0,65.9370882417879,4.89009546252732,5.40874617777412,5.11466235428735,5.48116650940308,5.58676768152669,5.87821809388984,6.30459285510968,6.47777675480892,7.66522949326828,7.9772429280938,8.16760958726377,8.63935022353109,7.73447815100208,8.06767556755394,7.37296448689239,7.4742068127838,6.61431178102455,6.5040669590222,5.59460699659901,5.29375442049105,5459304.0,22.4094677152489,4222996.0,18.0340847692627,9682299.0,20.2650393868057,4.99087664140814,4.48839811743604,4.33328759368595,3.59300816137518,7.49069648355584,4.65892406996043,1.063,51.6597126567509,30.7338998159134,20.9258128408375,0.761701877296859,47778340.0,24361595.0,50.9887858418125,23416745.0,49.0112141581875,8932638.0,18.696,1.06719718811351,38845702.0,81.304,1.01683568954468,10.0,80.1932373046875,71.4975814819336,87.4396133422852,0.109034642577171,6.47629976272583
39,EST,118.97,105.65,94.58,1.54471278190613,12.0,91.0377349853516,89.1509399414062,95.2830200195312,0.144522652029991,100.0,100.0,21.4095879,20.2401796395381,1.34263217449188,8.0,89.6226425170898,78.7735824584961,96.2264175415039,0.225330874323845,100.0,80.89375,19.7,140416.0,104101.301859375,0.727880895137787,7.0,71.2264175415039,56.1320762634277,89.1509399414062,0.226557314395905,1.42628395557404,12.0,89.6226425170898,85.3773574829102,93.3962249755859,0.148439005017281,1.5589644908905,8.0,92.9245300292969,86.3207550048828,99.5283050537109,0.212983131408691,6.0,11.0,-1000.0,8.1,8.6,12.8,82.4,77.9439024390244,73.7,1.41,91.345086,77.702688,4.89417666559941,5.71778242644595,107661.0,15.1966069913323,113632.0,17.74430524913,221293.0,16.4061710538421,4.94184418750565,5.79672507151695,5.3605861382272,6.22979775116707,4.78577612632468,5.5809432137122,420785.0,59.3947373332893,429181.0,67.0192877372052,849966.0,63.0146252588491,4.33472937913053,5.04851716486306,4.90307843173853,5.79688390983702,6.60992030047768,8.12060911318978,6.76254251670158,8.15761844176431,6.36339880917341,7.52345644891521,6.38335599454982,7.34365147060459,6.392975645055,6.99214226830651,6.13898815634373,6.26267728341998,6.71997197379435,6.19278842259253,6.51135477701794,5.27097023211044,180009.0,25.4086556753784,97572.0,15.2364070136649,277581.0,20.5792036873087,6.03281305860377,4.12161614813897,4.25576209886416,2.47859256541359,8.60872574089256,3.36522806800186,1.061,58.6934065597918,32.6578945510762,26.0355120087156,1.33655151148286,1348840.0,708455.0,52.5232606016913,640385.0,47.4767393983087,409926.0,30.391,1.61568487394671,938914.0,69.609,1.20195424556732,10.0,87.9227066040039,80.6763305664062,93.2367172241211,0.103049151599407,6.340799808502197
40,ETH,116.51,116.31,116.06,-0.433258950710297,11.0,37.7358474731445,25.943395614624,49.5283012390137,0.153498917818069,94.0,55.0,17.0096378,17.0096385584762,-0.791824162006378,9.0,22.1698112487793,12.2641506195068,34.4339637756348,0.214593455195427,80.0,75.81875,0.688,1129.0,9.15059730463118,-2.07060623168945,6.0,5.18867921829224,1.41509437561035,8.01886749267578,0.233049780130386,-0.635894060134888,12.0,26.4150943756104,19.8113212585449,38.6792449951172,0.150625556707382,-0.94841742515564,9.0,16.9811325073242,9.90566062927246,26.4150943756104,0.174772426486015,6.0,126.0,-11999.0,66.502,31.835,6.497,68.903,65.645,62.613,4.063,72.219637,59.716194,14.475111987224,14.9953537562616,23964327.0,39.0300085833412,24925105.0,40.2146412139043,48889432.0,39.6251113770134,12.7084867015622,13.0815668074509,11.846409894555,12.1377206501918,11.0194570093482,11.2234105502284,35314489.0,57.5156898645002,35300696.0,56.9548182140499,70615185.0,57.2339347638359,9.79770039615553,9.90525438174384,8.43624695895543,8.48904508578751,7.06900522452457,7.10544218373052,5.52949487196198,5.5232725625573,4.51675865550559,4.40905015192358,3.67362166518285,3.47916087684489,3.07984888439976,2.85428122782809,2.48892872111799,2.26598585757462,1.90462747734826,1.69991533583118,1.37094044658928,1.18650520105824,2120932.0,3.45430155215861,1754374.0,2.83054057204582,3875306.0,3.14095385915072,0.987159564877378,0.820419593845935,0.635247705693001,0.503327878632159,0.460953834998952,0.320287898509483,1.055,74.7215177585388,5.48792161346033,69.2335961450784,2.54208920295403,123379924.0,61399749.0,49.764781018993,61980175.0,50.235218981007,95420799.0,77.339,4.71458679837326,27959125.0,22.661,-1.04841494560242,12.0,20.2898559570312,14.4927539825439,25.1207733154297,0.120664857327938,4.241499900817871
