,ISO_A3,AG.PRD.CROP.XD,AG.PRD.FOOD.XD,AG.PRD.LVSK.XD,CC.EST,CC.NO.SRC,CC.PER.RNK,CC.PER.RNK.LOWER,CC.PER.RNK.UPPER,CC.STD.ERR,EG.ELC.ACCS.UR.ZS,EG.ELC.ACCS.ZS,ER.LND.PTLD.ZS,ER.PTD.TOTL.ZS,GE.EST,GE.NO.SRC,GE.PER.RNK,GE.PER.RNK.LOWER,GE.PER.RNK.UPPER,GE.STD.ERR,IQ.SPI.PIL1,IQ.SPI.PIL3,IT.MLT.MAIN.P2,IT.NET.SECR,IT.NET.SECR.P6,PV.EST,PV.NO.SRC,PV.PER.RNK,PV.PER.RNK.LOWER,PV.PER.RNK.UPPER,PV.STD.ERR,RL.EST,RL.NO.SRC,RL.PER.RNK,RL.PER.RNK.LOWER,RL.PER.RNK.UPPER,RL.STD.ERR,RQ.EST,RQ.NO.SRC,RQ.PER.RNK,RQ.PER.RNK.LOWER,RQ.PER.RNK.UPPER,RQ.STD.ERR,SE.SEC.DURS,SH.TBS.INCD,SM.POP.NETM,SP.ADO.TFRT,SP.DYN.CBRT.IN,SP.DYN.CDRT.IN,SP.DYN.LE00.FE.IN,SP.DYN.LE00.IN,SP.DYN.LE00.MA.IN,SP.DYN.TFRT.IN,SP.DYN.TO65.FE.ZS,SP.DYN.TO65.MA.ZS,SP.POP.0004.FE.5Y,SP.POP.0004.MA.5Y,SP.POP.0014.FE.IN,SP.POP.0014.FE.ZS,SP.POP.0014.MA.IN,SP.POP.0014.MA.ZS,SP.POP.0014.TO,SP.POP.0014.TO.ZS,SP.POP.0509.FE.5Y,SP.POP.0509.MA.5Y,SP.POP.1014.FE.5Y,SP.POP.1014.MA.5Y,SP.POP.1519.FE.5Y,SP.POP.1519.MA.5Y,SP.POP.1564.FE.IN,SP.POP.1564.FE.ZS,SP.POP.1564.MA.IN,SP.POP.1564.MA.ZS,SP.POP.1564.TO,SP.POP.1564.TO.ZS,SP.POP.2024.FE.5Y,SP.POP.2024.MA.5Y,SP.POP.2529.FE.5Y,SP.POP.2529.MA.5Y,SP.POP.3034.FE.5Y,SP.POP.3034.MA.5Y,SP.POP.3539.FE.5Y,SP.POP.3539.MA.5Y,SP.POP.4044.FE.5Y,SP.POP.4044.MA.5Y,SP.POP.4549.FE.5Y,SP.POP.4549.MA.5Y,SP.POP.5054.FE.5Y,SP.POP.5054.MA.5Y,SP.POP.5559.FE.5Y,SP.POP.5559.MA.5Y,SP.POP.6064.FE.5Y,SP.POP.6064.MA.5Y,SP.POP.6569.FE.5Y,SP.POP.6569.MA.5Y,SP.POP.65UP.FE.IN,SP.POP.65UP.FE.ZS,SP.POP.65UP.MA.IN,SP.POP.65UP.MA.ZS,SP.POP.65UP.TO,SP.POP.65UP.TO.ZS,SP.POP.7074.FE.5Y,SP.POP.7074.MA.5Y,SP.POP.7579.FE.5Y,SP.POP.7579.MA.5Y,SP.POP.80UP.FE.5Y,SP.POP.80UP.MA.5Y,SP.POP.BRTH.MF,SP.POP.DPND,SP.POP.DPND.OL,SP.POP.DPND.YG,SP.POP.GROW,SP.POP.TOTL,SP.POP.TOTL.FE.IN,SP.POP.TOTL.FE.ZS,SP.POP.TOTL.MA.IN,SP.POP.TOTL.MA.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,SP.URB.GROW,SP.URB.TOTL,SP.URB.TOTL.IN.ZS,VA.EST,VA.NO.SRC,VA.PER.RNK,VA.PER.RNK.LOWER,VA.PER.RNK.UPPER,VA.STD.ERR,Happiness score
70,KOR,93.62,101.21,109.28,0.748368859291077,11.0,76.8867950439453,67.9245300292969,81.1320724487305,0.152689903974533,100.0,100.0,16.9653454,5.86193513145444,1.34904730319977,7.0,90.0943374633789,77.8301849365234,96.698112487793,0.247945472598076,100.0,78.925,44.0,455851.0,8821.91477648421,0.579976737499237,8.0,66.0377349853516,51.886791229248,80.1886825561523,0.214086413383484,1.1581643819809,10.0,84.9056625366211,78.7735824584961,89.6226425170898,0.164509877562523,1.1452225446701,8.0,83.9622650146484,75.4716949462891,91.5094375610352,0.212983131408691,6.0,39.0,29998.0,2.108,4.9,7.3,85.6,82.6804878048781,79.9,0.778,96.040992,89.913902,2.91159673253294,3.08500028974635,2908441.0,11.2396463336705,3070924.0,11.9046761194463,5979365.0,11.5716420487458,4.01695575594547,4.23411613041299,4.31109384519208,4.58555969928698,4.27424758095951,4.60650300592022,17849241.0,68.9782414543287,18805844.0,72.9023301984931,36655085.0,70.9372223548877,5.69084404247336,6.210972916429,6.52823619098959,7.46191942438245,6.16167925702732,6.98362726318668,6.50121135802955,7.08130212897265,7.5651515732798,8.00537841897306,7.68674501600901,7.97629554019099,8.60065646161444,8.72865797803904,7.84906936206153,7.94476943671261,8.12040061188461,7.90290408568636,6.1679301346118,5.76809784867493,5118943.0,19.7821122120008,3919176.0,15.1929936820606,9038119.0,17.4911355963666,4.41612554536932,3.89174573932733,3.4613425324259,2.68297771721089,5.73671399959377,2.85017237684746,1.058,40.969715388738,24.6572037685904,16.3125116201477,-0.187486566698935,51672569.0,25876625.0,50.0780688365192,25795944.0,49.9219311634808,9597146.0,18.573,-0.171518358139427,42075423.0,81.427,0.878113925457001,11.0,75.3623199462891,67.6328506469727,84.0579681396484,0.125868365168571,5.935100078582764
71,KWT,109.27,130.87,146.03,0.127275705337524,7.0,58.9622650146484,49.5283012390137,66.0377349853516,0.182751730084419,100.0,100.0,17.1037788,10.7165091141497,0.1114886328578,7.0,57.5471687316895,41.0377349853516,68.3962249755859,0.247945472598076,60.0,59.79375,12.5,1783.0,417.674641527167,0.291892021894455,6.0,54.2452812194824,45.2830200195312,69.3396224975586,0.232711672782898,0.278637081384659,9.0,57.5471687316895,53.301887512207,68.3962249755859,0.176671266555786,0.21008063852787,7.0,60.3773574829102,44.8113212585449,71.698112487793,0.231741517782211,7.0,12.0,11999.0,5.298,9.727,2.606,82.752,80.264,78.878,2.092,93.969016,89.433041,7.07524034991397,4.823672281508,407037.0,24.3308204698894,477266.0,18.3850405295176,884303.0,20.7151278569309,8.73185924896237,6.66134426832592,8.52372087101309,6.90002397968372,6.61565622617385,5.03157325022944,1192753.0,71.2974068480635,1981325.0,76.3237700300179,3174078.0,74.3539922597838,5.39719192516344,3.79974941712034,4.36570546626255,2.95918927482162,6.34959536452759,4.50413577316182,10.3346204000118,10.0407076799512,10.8764855338746,13.5653937531479,10.2221228620163,13.6089809212243,8.20930160966523,10.8966379327779,5.38966020901708,7.09105249624655,3.537067251351,4.82634953133682,2.04692318934705,2.91964687267366,73137.0,4.37177268204711,137357.0,5.29118944046442,210493.0,4.93087988328535,1.14766019168218,1.36485811057427,0.608903385117867,0.571063166724289,0.568285915900021,0.4356212904922,1.048,34.4917799751613,6.63162656998347,27.8601534051778,0.44040518714903,4268873.0,1672926.0,39.1889381576824,2595948.0,60.8110852677041,0.0,0.0,0.44040518714903,4268873.0,100.0,-0.684839248657227,7.0,29.468599319458,23.6714973449707,34.2995185852051,0.136051431298256,6.106100082397461
72,LAO,113.65,114.84,183.17,-0.96577924489975,8.0,19.8113212585449,8.01886749267578,26.8867931365967,0.190804570913315,100.0,100.0,18.687561,18.6875605839355,-0.597129583358765,8.0,30.6603775024414,14.1509437561035,44.3396224975586,0.259493082761765,76.6,66.80625,17.5,2071.0,275.052377489798,0.789451360702515,4.0,74.0566024780273,56.6037750244141,93.8679275512695,0.24822673201561,-0.804427981376648,10.0,23.5849056243896,14.6226415634155,33.4905662536621,0.178448110818863,-0.987142562866211,8.0,16.0377349853516,7.07547187805176,28.7735843658447,0.217608347535133,7.0,138.0,-9999.0,71.782,21.46,6.195,71.164,68.999,66.94,2.448,76.490355,67.723665,10.3136810800803,10.5998176130073,1131350.0,30.2921591578015,1175847.0,30.9867489432899,2307198.0,30.6422160907633,10.1183826213824,10.3560947258114,9.86009545633879,10.0308366044712,9.5565581685642,9.74040356778578,2423494.0,64.889586353634,2463363.0,64.9162636571188,4886857.0,64.9030310878248,9.47059632298574,9.63439985759004,8.97248350746821,9.00565093986223,8.34633158727658,8.40470411393218,7.19869208402653,7.32276792355399,5.87448338885399,5.97067709425186,4.89779028121077,4.88601340008119,4.15187279949523,4.02098623111286,3.57356819842795,3.32292972909299,2.8472100153248,2.60773079985564,2.00083190610251,1.83976060158983,179952.0,4.8182544885645,155467.0,4.0969873995913,335419.0,4.45475282141185,1.31598870246344,1.14141421993984,0.811704198608947,0.634467452249248,0.689729681389602,0.481345125812371,1.053,54.0760042702293,6.8636958273999,47.2123084428294,1.39649568386606,7529475.0,3734796.0,49.6023427928242,3794678.0,50.3976439260373,4698995.0,62.408,3.14881586495892,2830480.0,37.592,-1.65810883045197,6.0,4.8309178352356,0.966183602809906,9.66183567047119,0.140617668628693,5.1402997970581055
73,LBN,97.9,104.14,123.11,-1.12730157375336,7.0,14.1509437561035,6.13207530975342,21.2264156341553,0.176585525274277,100.0,100.0,1.8901918,0.805384038055641,-1.45929002761841,5.0,7.54716968536377,1.41509437561035,14.1509437561035,0.290294349193573,60.0,76.9,16.1,1495.0,272.326243560942,-1.4225754737854,6.0,9.90566062927246,7.07547187805176,13.2075471878052,0.233049780130386,-1.10306346416473,8.0,13.6792449951172,7.07547187805176,23.1132068634033,0.178775027394295,-1.13251137733459,6.0,13.6792449951172,4.71698093414307,21.698112487793,0.228334546089172,6.0,11.0,-160237.0,20.04,14.576,8.857,76.597,74.416,72.237,2.08,85.227192,77.598732,7.18040322092904,8.13508634174274,732773.0,25.9169875464343,773710.0,29.0610968140443,1506482.0,27.4417848060004,9.26045392506074,10.3172696819528,9.47613040044451,10.6087407903487,8.19726227398269,9.63077258811884,1789156.0,63.2795592249087,1651017.0,62.0133892662384,3440173.0,62.66550534866,7.15219692556686,8.38721260657617,6.68280526550524,6.29339083627606,6.35971497317484,5.44188954409374,6.34868003379804,5.99583489288531,6.26825230257096,5.73503210407772,5.92280918432345,5.35200676543506,6.05646635068542,5.61863146426859,5.56109660417425,5.27006807690856,4.73027531112693,4.28855038759836,3.62938095051148,3.40829637202982,305455.0,10.803453228657,237629.0,8.92551391971736,543084.0,9.89270984533966,2.72057234552234,2.68288638279659,2.02255937734647,1.52158435581411,2.43094055527673,1.31274680907685,1.053,59.5774107871901,15.786531665704,43.790879121486,-1.85691249289585,5489739.0,2827383.0,51.5030495985328,2662356.0,48.4969504014672,589488.0,10.738,-1.66740448500957,4900251.0,89.262,-0.63062995672226,9.0,30.917875289917,25.1207733154297,34.2995185852051,0.128674924373627,2.955300092697144
74,LBR,115.6,102.67,104.05,-0.925476372241974,12.0,20.2830181121826,12.2641506195068,26.8867931365967,0.151863604784012,53.7,31.8,4.053,1.21156129347978,-1.43107986450195,10.0,8.01886749267578,1.88679242134094,12.2641506195068,0.213582724332809,90.0,70.21875,0.116,44.0,8.29768941409072,-0.267271250486374,7.0,36.3207550048828,23.5849056243896,49.0566024780273,0.219539359211922,-0.91592663526535,13.0,19.3396224975586,12.2641506195068,25.0,0.149735406041145,-0.980886161327362,9.0,16.5094337463379,8.96226406097412,25.943395614624,0.174772426486015,6.0,308.0,-5000.0,121.996,30.996,8.632,62.392,61.1,59.796,4.016,59.206489,53.817804,13.9195688621135,14.4205593815584,1061014.0,39.8580905409096,1087766.0,41.192323101963,2148780.0,40.5225300183058,13.296442233391,13.733734438797,12.6420794454051,13.0380292816077,11.1745622335864,11.4853739649533,1501959.0,56.4226652426634,1476514.0,55.9136737125204,2978473.0,56.1691906414887,9.16301368267744,9.35022202429506,7.25837807135218,7.30178944841182,6.16541302542206,6.12606041878258,5.65119033621227,5.57987989557322,5.13428167540014,4.96763739339009,4.27409457399927,3.98490628628297,3.31463922142136,3.05397958573137,2.44075929975405,2.34483103356607,1.84633312283831,1.71899366153394,1.46592065527189,1.20325958779143,99005.0,3.71924421642695,76422.0,2.89400318551658,175427.0,3.30827934020545,1.05547414160668,0.789638512789402,0.718056002695739,0.535728756974471,0.47979341685265,0.365376327961277,1.039,78.03350911692,5.88983012436238,72.1436789925576,2.08208722249815,5302681.0,2661979.0,50.2006249291632,2640702.0,49.7993750708368,2488813.0,46.935,3.01357369851566,2813868.0,53.065,-0.00215343944728374,14.0,46.8599052429199,40.0966186523438,54.5893707275391,0.118247374892235,5.121500015258789
75,LBY,98.35,105.75,120.54,-1.52629828453064,7.0,3.77358484268188,0.0,11.3207550048828,0.200525671243668,100.0,70.0,0.1284449,0.219745071228895,-1.75577163696289,6.0,2.35849046707153,0.943396210670471,8.96226406097412,0.24873486161232,20.0,49.2375,16.9,1257.0,184.518068018028,-2.19370174407959,5.0,4.24528312683105,0.0,7.07547187805176,0.239764600992203,-1.80142295360565,7.0,2.35849046707153,0.471698105335236,5.66037750244141,0.188405439257622,-2.08934807777405,4.0,1.41509437561035,0.0,3.77358484268188,0.269055724143982,6.0,59.0,-2000.0,6.987,17.298,5.954,74.759,72.151,69.736,2.402,80.465739,70.691095,8.75695596115508,9.01733128095752,937625.0,27.8617315235973,989778.0,28.713655280932,1927403.0,28.2928071275352,9.30845555450231,9.57712684019028,9.79632000793991,10.1191971597842,9.31016417955242,9.59589644746744,2244880.0,66.7070843160404,2308642.0,66.9741797507559,4553521.0,66.8422352903356,8.35744970922173,8.43737362426321,7.35976125605039,7.49810998467681,6.81499215963966,6.99002512864579,7.06575888655889,7.18366829491317,7.58589406702981,7.72467974176269,7.0538282264264,7.02029728505028,5.8995702882287,5.73118499174079,4.29945035760779,4.03243399741577,2.96021518572457,2.7605102548199,1.85742400555793,1.55903781249075,182774.0,5.43118416036233,148643.0,4.31216496831215,331418.0,4.86495758212926,1.52834282090727,1.23090330258057,1.03297527485834,0.814954880417004,1.01244205903879,0.707268972823813,1.057,49.6060301467809,7.27827981906749,42.3277503277134,1.13768828173195,6812341.0,3365279.0,49.3997437885156,3447062.0,50.6002562114844,1273772.0,18.698,1.51723812749595,5538569.0,81.302,-1.38129329681396,8.0,11.1111106872559,6.28019332885742,16.9082126617432,0.127046436071396,5.3302001953125
76,LKA,95.73,99.24,125.14,-0.383232533931732,10.0,40.0943412780762,26.8867931365967,50.0,0.160010144114494,100.0,100.0,29.8619995,3.37864224349665,-0.391961753368378,7.0,35.8490562438965,21.698112487793,53.7735862731934,0.254794508218765,100.0,74.5,11.3,10792.0,486.542536405031,-0.80430680513382,7.0,17.4528293609619,12.7358493804932,29.7169818878174,0.219539359211922,-0.0580026134848595,10.0,52.3584899902344,40.0943412780762,56.6037750244141,0.165001049637794,-0.65364283323288,8.0,27.3584899902344,15.5660381317139,40.5660362243652,0.213799729943275,8.0,62.0,-77495.0,15.355,13.781,7.287,80.23,76.61,72.851,1.974,89.380769,77.108228,6.64968071710508,7.46353455859626,2486262.0,21.6229877322454,2574957.0,24.1038398440286,5061219.0,22.8178104183359,7.24538327864023,8.12614660358068,7.72792373650009,8.51415868185168,7.69936150489781,8.48900354264248,7488920.0,65.1310421048381,7071882.0,66.1989776266673,14560801.0,65.6453789259259,6.9549630378657,7.6947383437552,6.65004740932828,7.14786847048194,6.49112388338904,6.53784921182149,6.75081708305084,6.65295893863382,7.23654290347609,7.25889345918828,6.20573130225309,6.17925770940821,5.98925918716439,5.87860862122257,5.73325941760616,5.41819824532205,5.41993637580669,4.94160108419126,4.5958022311322,3.94403100406572,1523053.0,13.2459701629165,1035927.0,9.69718252930407,2558980.0,11.5368106557382,3.81176566016573,2.9337739841651,2.48617327329713,1.65850828597922,2.35222899832143,1.16086925509403,1.044,52.3336525236489,17.574445252016,34.7592072716329,0.112772639779474,22181000.0,11498234.0,51.8382139581992,10682766.0,48.1617860418008,17960843.0,80.974,0.989080403392644,4220157.0,19.026,-0.214537113904953,10.0,39.1304359436035,34.2995185852051,46.3768119812012,0.125932812690735,4.362199783325195
77,LSO,107.64,98.67,93.82,-0.368640840053558,11.0,41.0377349853516,26.8867931365967,51.886791229248,0.176647797226906,83.6,50.0,0.5031593,0.503159347915486,-0.887993335723877,10.0,17.9245281219482,10.8490562438965,31.6037731170654,0.211483865976334,80.0,66.25,0.295,173.0,75.0273763186712,-0.292736917734146,4.0,35.8490562438965,19.8113212585449,50.0,0.24822673201561,-0.473294049501419,12.0,35.8490562438965,24.056604385376,44.3396224975586,0.157471805810928,-0.615311503410339,8.0,29.2452831268311,17.4528293609619,40.5660362243652,0.191184431314468,5.0,661.0,-4000.0,89.077,25.778,14.069,55.923,53.036,50.319,2.98,42.174781,30.385943,11.6806995289854,12.1550264110703,391486.0,33.5082412573855,392037.0,34.4649412108081,783524.0,33.9801949453677,11.3034513394771,11.6194643236265,10.524090388923,10.6904504761114,9.91501537666188,10.0291737161389,716286.0,61.3085440830451,709277.0,62.3542138371415,1425562.0,61.824387838542,9.34839415952185,9.51506224414756,8.84070326081095,9.11334672238552,8.22764820525725,8.72112573533193,6.80724350760787,7.4322426486587,5.18043290888097,5.72370991910744,3.87626259384129,4.16959524710625,3.2727082867925,3.13671294812775,3.10541808001,2.51864511231463,2.73471770366053,1.99459954382277,2.05143414226643,1.37666357654727,60557.0,5.18321465956935,36182.0,3.1808449520504,96739.0,4.19541721609029,1.40255869707933,0.864046614648924,0.8204880645777,0.506419140630323,0.908733755645884,0.433715620223886,1.028,61.748489367702,6.78602544119442,54.9624639265076,1.06255709738439,2305825.0,1168329.0,50.6685893335357,1137496.0,49.3314106664643,1615392.0,70.057,2.62082812339415,690433.0,29.943,0.0501875132322311,11.0,49.7584533691406,40.0966186523438,55.5555572509766,0.129303216934204,3.5118000507354736
78,LTU,105.08,99.53,91.24,0.746974110603333,12.0,76.4150924682617,68.3962249755859,81.1320724487305,0.144522652029991,100.0,100.0,17.0758858,17.8125153981401,0.993961572647095,8.0,79.7169799804688,71.698112487793,90.0943374633789,0.225330874323845,90.0,79.7625,8.86,188268.0,66487.2888104734,0.653032541275024,7.0,68.8679275512695,53.301887512207,84.4339599609375,0.226557314395905,1.06033229827881,12.0,83.0188674926758,77.8301849365234,87.7358474731445,0.148439005017281,1.29888129234314,8.0,87.7358474731445,77.3584899902344,95.2830200195312,0.212983131408691,8.0,30.0,-15192.0,9.714,7.8,15.1,80.3,75.7926829268293,71.5,1.27,86.698307,66.8386,4.54269777985464,5.40285578358693,211069.0,14.055686540448,222843.0,16.7554219978253,433912.0,15.323711707584,4.85115320226921,5.79804507302428,4.6618355583242,5.55452114121407,4.18593584524911,4.97549857373402,904085.0,60.2056506619775,904770.0,68.0289193862624,1808854.0,63.8801223975521,4.52020731001981,5.52119192403261,5.25718160814402,6.60433341759186,5.99048749121895,7.74070101292175,5.82088329263221,7.39509909538853,5.54122664256712,6.69688876983447,6.28516064400912,7.02696802059676,7.12443915247956,7.50313840450986,7.40190161036564,7.33142132272476,8.07822706529196,7.23367884492778,6.59622166963625,5.15824797479521,386507.0,25.7386627975745,202365.0,15.2156586159123,588872.0,20.7961658948639,5.83517982604856,3.84153099172034,4.77548785634624,2.66598898548727,8.53177344554341,3.54989066390949,1.052,56.5432035974158,32.554976797464,23.9882267999518,1.09366808005007,2831639.0,1501661.0,53.0315211877581,1329978.0,46.9684788122419,892957.0,31.535,1.40965451493969,1938682.0,68.465,1.06778585910797,10.0,81.6425094604492,75.8454132080078,88.8888854980469,0.103049151599407,6.4456000328063965
79,LUX,96.39,114.89,120.17,1.88359045982361,10.0,96.2264175415039,92.4528274536133,98.5849075317383,0.162994086742401,100.0,100.0,55.8024483,55.8024476992907,1.77222788333893,7.0,97.6415100097656,90.0943374633789,100.0,0.238242536783218,100.0,76.85,39.8,41732.0,63898.0375224122,1.06439006328583,7.0,86.7924499511719,69.8113174438477,96.698112487793,0.226557314395905,1.76851046085358,10.0,98.5849075317383,90.5660400390625,100.0,0.164599150419235,1.83396697044373,7.0,98.1132049560547,91.5094375610352,100.0,0.234129175543785,7.0,8.3,5222.0,4.248,9.9,6.8,85.3,83.0463414634146,80.9,1.31,93.449707,88.127378,5.12357769072934,5.24331239894581,50418.0,15.5423428464839,52771.0,16.054077603478,103190.0,15.7999008645782,5.23813965056271,5.41803834459822,5.18062550519182,5.39272685993391,5.07632282534353,5.37846038675948,220672.0,68.0260212646894,231089.0,70.3021117448357,451762.0,69.1715861204233,5.75669962071753,5.97228315727789,7.15849033140583,7.42025348301369,7.89653671578686,8.13204311236152,7.82860784679475,7.79271581492242,7.63445874525897,7.67244791203262,7.09133868059442,7.29753113312614,7.08916246968849,7.47256388465326,6.7454765901884,7.27605472189581,5.74892743891065,5.88775813879284,4.72719641857862,4.52692068147721,53303.0,16.4316358888267,44848.0,13.6438106516864,98152.0,15.0285130149985,3.80541565628303,3.54422146475261,2.87586271218056,2.53314270461651,5.02316110178449,3.03952580084004,1.052,44.5681575696938,21.7264842992549,22.8416732704389,2.01666790212729,653103.0,324394.0,49.669625802387,328709.0,50.330374197613,53025.0,8.119,2.24454734230888,600078.0,91.881,1.54147458076477,9.0,97.101448059082,93.2367172241211,99.5169067382812,0.109558649361134,7.403999805450439
80,LVA,105.2,103.93,102.02,0.693807184696198,12.0,75.4716949462891,66.0377349853516,79.7169799804688,0.144522652029991,100.0,100.0,18.1834526,17.5203376660668,0.69153767824173,8.0,75.0,62.7358474731445,80.1886825561523,0.225330874323845,100.0,72.7375,9.27,41856.0,22271.1389855075,0.48640912771225,7.0,60.8490562438965,50.0,75.9433975219727,0.226557314395905,0.921031415462494,12.0,79.7169799804688,71.698112487793,84.9056625366211,0.148439005017281,1.17088675498962,8.0,84.9056625366211,75.9433975219727,91.9811325073242,0.212983131408691,6.0,19.0,-8466.0,10.536,8.5,16.4,79.6,74.580487804878,69.8,1.47,87.74441,70.696271,4.30887348365779,5.34919115886813,141068.0,13.9999082875317,151370.0,17.3640044290699,292438.0,15.5603352549995,4.98986375659309,6.2491590650026,4.7011710472808,5.76565420519921,4.55609401636614,5.5811872866355,594868.0,59.0359709402493,581319.0,66.6844707045914,1176188.0,62.5837070306611,4.1633933210143,5.14660955395352,4.32389014055692,5.47523675778567,6.02213293974239,7.52382721967523,6.48250937407248,7.90930308549608,5.91852808543167,6.90746191110524,6.39346765346595,7.1294978737086,6.8022432265051,7.26497941857099,6.81857006152294,6.85801056476466,7.55514212157143,6.88835703289592,6.81675596874318,5.49073034804079,271700.0,26.964120772219,139057.0,15.9515248663387,410757.0,21.8559577143394,6.22405154442285,4.18950175293082,4.8910460915623,2.71464010311975,9.03226716749065,3.5566526622473,1.065,59.7859355817267,34.9227334405724,24.8632021411543,-0.271369577775699,1879383.0,1007636.0,53.6152413393989,871746.0,46.3847046255615,591254.0,31.46,-0.097613368831783,1288129.0,68.54,0.937443792819977,10.0,76.328498840332,71.0144958496094,85.5072479248047,0.103049151599407,6.180399894714356
81,MAR,106.83,106.07,104.6,-0.387477546930313,10.0,39.6226425170898,26.8867931365967,50.0,0.160705998539925,100.0,100.0,2.2007163,1.58449768865645,-0.0818562060594559,9.0,49.5283012390137,33.9622650146484,61.7924537658691,0.228410691022873,80.0,81.60625,7.09,20367.0,543.729397409166,-0.362119138240814,6.0,33.4905662536621,18.3962268829346,46.2264137268066,0.233049780130386,-0.206644892692566,12.0,44.8113212585449,34.4339637756348,54.2452812194824,0.164297789335251,-0.0868896543979645,8.0,49.0566024780273,36.3207550048828,60.3773574829102,0.20897077023983,6.0,93.0,-39998.0,25.455,17.161,5.766,77.177,74.973,72.896,2.299,86.228285,78.980988,8.54623224375561,8.81064118841729,4858928.0,26.1153999178473,5099011.0,27.047058491538,9957939.0,26.5842979934004,8.90487152995986,9.25628281815844,8.66429614413185,8.98013448496232,8.02184180813279,8.17325971994606,12219331.0,65.6755458470103,12388764.0,65.7146333022992,24608096.0,65.6952183247621,7.67308932887285,7.80366954432462,7.56698419199271,7.63970870927196,7.56085969266515,7.70536359145971,7.4291224914646,7.41967799482803,6.83177822379039,6.80232584044615,6.15629082691625,6.05425270714003,5.37627308763583,5.33589202162827,4.8608987534803,4.67943867847265,4.19840744205946,4.10104449478177,3.3040961721073,3.27822213103415,1527344.0,8.20905423514234,1364593.0,7.23830820616275,2891937.0,7.72048368183749,2.25709164752929,2.08713303283704,1.43158760916235,1.09940565556539,1.21627880634341,0.773547386726166,1.047,52.2180830243835,11.7519738219487,40.4661092024348,1.02339197878946,37457971.0,18605603.0,49.6706108294013,18852368.0,50.3293891705987,13261620.0,35.404,1.8488198994254,24196351.0,64.596,-0.545548260211945,12.0,32.8502426147461,28.019323348999,36.7149772644043,0.120738960802555,5.059899806976318
82,MDA,93.04,89.67,76.21,-0.342236280441284,8.0,42.4528312683105,30.1886787414551,51.886791229248,0.163396179676056,100.0,100.0,11.4305801,11.4305803979526,-0.307596892118454,5.0,41.0377349853516,22.6415100097656,58.9622650146484,0.290294349193573,100.0,72.0125,31.3,21282.0,8382.39012735467,-0.659070193767548,6.0,21.698112487793,13.2075471878052,35.8490562438965,0.233049780130386,-0.286401212215424,9.0,41.9811325073242,32.0754699707031,53.301887512207,0.161861225962639,0.101790711283684,6.0,54.7169799804688,41.9811325073242,67.4528274536133,0.228334546089172,8.0,74.0,462866.0,27.208,12.148,16.609,73.32,68.621,64.217,1.8,79.479099,54.4461,5.9318161605293,6.88429361991178,240477.0,18.0794336043716,249823.0,20.66735181787,490300.0,19.3115573621233,6.4456079115765,7.42664972933533,5.7020095322658,6.35640846862289,5.7017470960706,6.26509062638072,879394.0,66.1142967949251,839560.0,69.454951843154,1718953.0,67.704803183383,6.01923657310816,6.69459893145932,7.26306750004739,8.0289111133429,8.12242940101854,9.18835251510707,8.10948254872201,9.09571913121629,6.65759803814364,7.15879261512674,6.06110972603119,6.31254638487551,5.43190436825047,5.48064276723223,5.78779700851897,5.36343121497972,6.95992453501409,5.86686654343357,5.98707355940754,4.43988889127754,210241.0,15.8062696007033,119400.0,9.87769633897594,329641.0,12.9836394544937,4.91461346793394,3.21746192228871,1.97454077310787,1.11744032815384,2.93004180025398,1.10290519725584,1.063,47.7000243753029,19.1768477672164,28.5231766080864,-2.21696682736653,2538894.0,1330111.0,52.3894010258491,1208783.0,47.6105989741509,1442777.0,56.827,-1.81077451220464,1096117.0,43.173,0.0965940952301025,10.0,51.6908226013184,42.0289840698242,57.487922668457,0.12435869127512,5.856800079345703
